Transaction_ID,Transaction_Type,Category,Amount,Date,Season,Weather,Customer_ID,Incident_ID
153,Expense,Ambulance Call,-1655,2025-02-25,Summer,Sunny,,20.0
154,Expense,Staff Salary,-6077,2025-02-25,Summer,Rainy,,
155,Revenue,Rental,60,2025-02-25,Winter,Sunny,1347.0,
156,Revenue,Rental,240,2025-02-25,Winter,Foggy,8020.0,
157,Revenue,Rental,135,2025-02-25,Winter,Sunny,7136.0,
158,Revenue,Rental,50,2025-02-25,Summer,Sunny,7156.0,
159,Expense,Staff Salary,-8873,2025-02-25,Winter,Snowy,,
160,Expense,Ambulance Call,-1443,2025-02-25,Summer,Windy,,244.0
161,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,9533.0,
162,Revenue,Rental,30,2025-02-25,Summer,Sunny,6427.0,
163,Expense,Staff Salary,-4844,2025-02-25,Winter,Snowy,,
164,Revenue,Rental,30,2025-02-25,Winter,Snowy,7250.0,
165,Expense,Equipment Maintenance,-673,2025-02-25,Summer,Sunny,,
166,Expense,Equipment Maintenance,-853,2025-02-25,Winter,Sunny,,
167,Revenue,Ticket Sale,880,2025-02-25,Winter,Snowy,3318.0,
168,Revenue,Rental,280,2025-02-25,Winter,Sunny,9992.0,
169,Expense,Equipment Maintenance,-545,2025-02-25,Winter,Sunny,,
170,Revenue,Rental,50,2025-02-25,Summer,Rainy,4236.0,
171,Expense,Staff Salary,-4184,2025-02-25,Summer,Sunny,,
172,Expense,Ambulance Call,-1467,2025-02-25,Winter,Foggy,,809.0
173,Expense,Equipment Maintenance,-662,2025-02-25,Winter,Foggy,,
174,Expense,Equipment Maintenance,-582,2025-02-25,Winter,Foggy,,
175,Expense,Equipment Maintenance,-852,2025-02-25,Summer,Sunny,,
176,Expense,Staff Salary,-8431,2025-02-25,Summer,Rainy,,
177,Expense,Equipment Maintenance,-461,2025-02-25,Summer,Sunny,,
178,Expense,Equipment Maintenance,-459,2025-02-25,Winter,Windy,,
179,Expense,Staff Salary,-7672,2025-02-25,Winter,Foggy,,
180,Expense,Ambulance Call,-2345,2025-02-25,Winter,Snowy,,666.0
181,Expense,Equipment Maintenance,-311,2025-02-25,Summer,Rainy,,
182,Expense,Staff Salary,-8683,2025-02-25,Summer,Rainy,,
183,Expense,Ambulance Call,-1200,2025-02-25,Summer,Sunny,,244.0
184,Revenue,Rental,100,2025-02-25,Summer,Sunny,4106.0,
185,Expense,Equipment Maintenance,-804,2025-02-25,Winter,Foggy,,
186,Expense,Equipment Maintenance,-338,2025-02-25,Summer,Rainy,,
187,Expense,Equipment Maintenance,-359,2025-02-25,Summer,Rainy,,
188,Expense,Staff Salary,-8673,2025-02-25,Summer,Windy,,
189,Revenue,Ticket Sale,250,2025-02-25,Winter,Windy,3039.0,
190,Expense,Equipment Maintenance,-734,2025-02-25,Winter,Snowy,,
191,Expense,Ambulance Call,-2431,2025-02-25,Summer,Windy,,949.0
192,Expense,Ambulance Call,-1922,2025-02-25,Summer,Windy,,86.0
193,Revenue,Rental,60,2025-02-25,Summer,Rainy,4970.0,
194,Revenue,Ticket Sale,550,2025-02-25,Winter,Foggy,3422.0,
195,Revenue,Rental,50,2025-02-25,Summer,Windy,5166.0,
196,Revenue,Ticket Sale,7000,2025-02-25,Winter,Sunny,2512.0,
197,Expense,Staff Salary,-4526,2025-02-25,Summer,Rainy,,
198,Expense,Equipment Maintenance,-823,2025-02-25,Winter,Snowy,,
199,Expense,Ambulance Call,-1612,2025-02-25,Winter,Windy,,523.0
200,Expense,Ambulance Call,-2179,2025-02-25,Summer,Windy,,703.0
201,Expense,Staff Salary,-6172,2025-02-25,Winter,Sunny,,
202,Expense,Ambulance Call,-1870,2025-02-25,Summer,Sunny,,406.0
203,Expense,Ambulance Call,-1279,2025-02-25,Summer,Windy,,4.0
204,Revenue,Ticket Sale,720,2025-02-25,Winter,Windy,2587.0,
205,Expense,Equipment Maintenance,-427,2025-02-25,Summer,Windy,,
206,Expense,Equipment Maintenance,-613,2025-02-25,Summer,Windy,,
207,Expense,Ambulance Call,-1331,2025-02-25,Winter,Snowy,,335.0
208,Expense,Equipment Maintenance,-449,2025-02-25,Winter,Snowy,,
209,Expense,Equipment Maintenance,-753,2025-02-25,Winter,Sunny,,
210,Revenue,Rental,60,2025-02-25,Winter,Snowy,1966.0,
211,Expense,Ambulance Call,-2443,2025-02-25,Winter,Snowy,,701.0
212,Expense,Staff Salary,-6686,2025-02-25,Summer,Windy,,
213,Revenue,Ticket Sale,720,2025-02-25,Winter,Snowy,5802.0,
214,Expense,Ambulance Call,-2379,2025-02-25,Summer,Sunny,,96.0
215,Expense,Staff Salary,-8535,2025-02-25,Summer,Sunny,,
216,Expense,Equipment Maintenance,-395,2025-02-25,Winter,Windy,,
217,Revenue,Ticket Sale,400,2025-02-25,Winter,Sunny,5359.0,
218,Revenue,Rental,280,2025-02-25,Winter,Sunny,9557.0,
219,Expense,Staff Salary,-8259,2025-02-25,Summer,Windy,,
220,Expense,Equipment Maintenance,-447,2025-02-25,Summer,Rainy,,
221,Expense,Equipment Maintenance,-829,2025-02-25,Summer,Windy,,
222,Expense,Ambulance Call,-1293,2025-02-25,Summer,Rainy,,568.0
223,Expense,Equipment Maintenance,-494,2025-02-25,Winter,Foggy,,
224,Revenue,Ticket Sale,200,2025-02-25,Summer,Windy,6833.0,
225,Expense,Equipment Maintenance,-779,2025-02-25,Winter,Sunny,,
226,Revenue,Rental,50,2025-02-25,Summer,Windy,1420.0,
227,Revenue,Rental,90,2025-02-25,Summer,Windy,7036.0,
228,Expense,Equipment Maintenance,-699,2025-02-25,Summer,Windy,,
229,Expense,Ambulance Call,-1698,2025-02-25,Winter,Sunny,,20.0
230,Expense,Ambulance Call,-1964,2025-02-25,Summer,Sunny,,804.0
231,Expense,Equipment Maintenance,-751,2025-02-25,Winter,Windy,,
232,Expense,Equipment Maintenance,-403,2025-02-25,Winter,Foggy,,
233,Revenue,Ticket Sale,200,2025-02-25,Summer,Windy,7305.0,
234,Expense,Staff Salary,-7814,2025-02-25,Winter,Snowy,,
235,Expense,Equipment Maintenance,-695,2025-02-25,Winter,Snowy,,
236,Expense,Staff Salary,-4911,2025-02-25,Winter,Foggy,,
237,Expense,Equipment Maintenance,-636,2025-02-25,Summer,Sunny,,
238,Expense,Staff Salary,-7213,2025-02-25,Winter,Windy,,
239,Revenue,Rental,70,2025-02-25,Winter,Snowy,3792.0,
240,Expense,Equipment Maintenance,-857,2025-02-25,Winter,Sunny,,
241,Expense,Ambulance Call,-2424,2025-02-25,Winter,Snowy,,669.0
242,Expense,Ambulance Call,-1680,2025-02-25,Summer,Sunny,,888.0
243,Expense,Staff Salary,-8651,2025-02-25,Winter,Snowy,,
244,Expense,Ambulance Call,-1609,2025-02-25,Summer,Sunny,,414.0
245,Expense,Equipment Maintenance,-408,2025-02-25,Winter,Foggy,,
246,Expense,Staff Salary,-7866,2025-02-25,Summer,Windy,,
247,Revenue,Rental,150,2025-02-25,Summer,Sunny,5244.0,
248,Revenue,Ticket Sale,200,2025-02-25,Summer,Sunny,2460.0,
249,Expense,Staff Salary,-6253,2025-02-25,Winter,Sunny,,
250,Expense,Ambulance Call,-1846,2025-02-25,Summer,Sunny,,666.0
251,Revenue,Ticket Sale,560,2025-02-25,Winter,Foggy,9775.0,
252,Expense,Ambulance Call,-1864,2025-02-25,Summer,Rainy,,644.0
253,Revenue,Ticket Sale,720,2025-02-25,Winter,Snowy,7476.0,
254,Revenue,Rental,150,2025-02-25,Summer,Rainy,5863.0,
255,Expense,Equipment Maintenance,-654,2025-02-25,Summer,Windy,,
256,Revenue,Rental,30,2025-02-25,Winter,Foggy,1562.0,
257,Expense,Staff Salary,-8571,2025-02-25,Summer,Rainy,,
258,Expense,Staff Salary,-8178,2025-02-25,Winter,Foggy,,
259,Revenue,Rental,60,2025-02-25,Summer,Windy,9110.0,
260,Expense,Ambulance Call,-1189,2025-02-25,Summer,Sunny,,285.0
261,Revenue,Ticket Sale,550,2025-02-25,Winter,Snowy,3933.0,
262,Revenue,Rental,30,2025-02-25,Summer,Rainy,1353.0,
263,Expense,Equipment Maintenance,-550,2025-02-25,Summer,Rainy,,
264,Expense,Equipment Maintenance,-590,2025-02-25,Summer,Rainy,,
265,Expense,Ambulance Call,-2224,2025-02-25,Winter,Foggy,,363.0
266,Revenue,Rental,50,2025-02-25,Summer,Sunny,6298.0,
267,Revenue,Rental,60,2025-02-25,Summer,Rainy,3253.0,
268,Revenue,Rental,150,2025-02-25,Summer,Rainy,4436.0,
269,Expense,Ambulance Call,-2432,2025-02-25,Winter,Sunny,,167.0
270,Expense,Equipment Maintenance,-807,2025-02-25,Winter,Windy,,
271,Revenue,Ticket Sale,350,2025-02-25,Winter,Sunny,6825.0,
272,Revenue,Ticket Sale,3500,2025-02-25,Winter,Sunny,9444.0,
273,Expense,Equipment Maintenance,-371,2025-02-25,Summer,Windy,,
274,Revenue,Rental,120,2025-02-25,Winter,Windy,1556.0,
275,Expense,Equipment Maintenance,-886,2025-02-25,Winter,Windy,,
276,Expense,Staff Salary,-8078,2025-02-25,Summer,Windy,,
277,Revenue,Ticket Sale,7000,2025-02-25,Winter,Windy,8596.0,
278,Expense,Equipment Maintenance,-643,2025-02-25,Summer,Rainy,,
279,Revenue,Ticket Sale,320,2025-02-25,Summer,Sunny,2910.0,
280,Expense,Staff Salary,-6575,2025-02-25,Winter,Windy,,
281,Expense,Staff Salary,-7603,2025-02-25,Winter,Sunny,,
282,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,3967.0,
283,Expense,Equipment Maintenance,-492,2025-02-25,Summer,Windy,,
284,Revenue,Rental,90,2025-02-25,Summer,Windy,2629.0,
285,Expense,Equipment Maintenance,-357,2025-02-25,Winter,Snowy,,
286,Expense,Staff Salary,-4128,2025-02-25,Winter,Windy,,
287,Expense,Staff Salary,-8801,2025-02-25,Summer,Sunny,,
288,Revenue,Ticket Sale,6300,2025-02-25,Winter,Snowy,3960.0,
289,Expense,Staff Salary,-4851,2025-02-25,Winter,Sunny,,
290,Revenue,Ticket Sale,240,2025-02-25,Summer,Rainy,1641.0,
291,Revenue,Ticket Sale,720,2025-02-25,Winter,Snowy,5206.0,
292,Expense,Staff Salary,-6994,2025-02-25,Winter,Sunny,,
293,Expense,Staff Salary,-7744,2025-02-25,Summer,Rainy,,
294,Revenue,Ticket Sale,350,2025-02-25,Winter,Windy,5068.0,
295,Expense,Staff Salary,-6756,2025-02-25,Winter,Foggy,,
296,Expense,Staff Salary,-5644,2025-02-25,Summer,Sunny,,
297,Expense,Ambulance Call,-1275,2025-02-25,Summer,Windy,,960.0
298,Expense,Staff Salary,-7144,2025-02-25,Summer,Windy,,
299,Revenue,Ticket Sale,880,2025-02-25,Winter,Sunny,4884.0,
300,Expense,Ambulance Call,-1242,2025-02-25,Winter,Snowy,,410.0
301,Expense,Staff Salary,-8085,2025-02-25,Winter,Snowy,,
302,Revenue,Rental,150,2025-02-25,Summer,Rainy,7914.0,
303,Expense,Equipment Maintenance,-401,2025-02-25,Summer,Rainy,,
304,Expense,Equipment Maintenance,-470,2025-02-25,Winter,Windy,,
305,Expense,Equipment Maintenance,-487,2025-02-25,Winter,Foggy,,
306,Revenue,Ticket Sale,3500,2025-02-25,Winter,Snowy,5413.0,
307,Expense,Staff Salary,-5499,2025-02-25,Winter,Foggy,,
308,Revenue,Rental,270,2025-02-25,Winter,Windy,6183.0,
309,Expense,Staff Salary,-6158,2025-02-25,Summer,Sunny,,
310,Expense,Ambulance Call,-1876,2025-02-25,Winter,Sunny,,191.0
311,Revenue,Ticket Sale,7000,2025-02-25,Winter,Windy,6396.0,
312,Expense,Ambulance Call,-2066,2025-02-25,Winter,Foggy,,476.0
313,Expense,Ambulance Call,-1210,2025-02-25,Winter,Snowy,,12.0
314,Revenue,Rental,240,2025-02-25,Winter,Windy,7203.0,
315,Expense,Staff Salary,-7271,2025-02-25,Winter,Snowy,,
316,Expense,Equipment Maintenance,-325,2025-02-25,Summer,Windy,,
317,Expense,Staff Salary,-7990,2025-02-25,Winter,Foggy,,
318,Expense,Ambulance Call,-1298,2025-02-25,Summer,Windy,,157.0
319,Expense,Ambulance Call,-2100,2025-02-25,Winter,Snowy,,673.0
320,Expense,Staff Salary,-4923,2025-02-25,Winter,Foggy,,
321,Expense,Staff Salary,-8232,2025-02-25,Summer,Rainy,,
322,Revenue,Ticket Sale,5600,2025-02-25,Winter,Foggy,9414.0,
323,Revenue,Rental,50,2025-02-25,Winter,Snowy,7206.0,
324,Expense,Ambulance Call,-1751,2025-02-25,Summer,Sunny,,442.0
325,Expense,Equipment Maintenance,-850,2025-02-25,Summer,Windy,,
326,Expense,Ambulance Call,-1434,2025-02-25,Winter,Windy,,861.0
327,Expense,Equipment Maintenance,-506,2025-02-25,Summer,Rainy,,
328,Revenue,Ticket Sale,550,2025-02-25,Winter,Foggy,6007.0,
329,Revenue,Ticket Sale,2800,2025-02-25,Summer,Sunny,2256.0,
330,Revenue,Rental,200,2025-02-25,Winter,Sunny,1940.0,
331,Expense,Equipment Maintenance,-341,2025-02-25,Summer,Windy,,
332,Expense,Staff Salary,-8506,2025-02-25,Winter,Windy,,
333,Expense,Equipment Maintenance,-822,2025-02-25,Winter,Windy,,
334,Revenue,Ticket Sale,7000,2025-02-25,Winter,Windy,4115.0,
335,Expense,Staff Salary,-6657,2025-02-25,Winter,Windy,,
336,Expense,Staff Salary,-8522,2025-02-25,Summer,Sunny,,
337,Revenue,Rental,200,2025-02-25,Winter,Windy,9577.0,
338,Expense,Ambulance Call,-2471,2025-02-25,Winter,Sunny,,244.0
339,Expense,Equipment Maintenance,-668,2025-02-25,Summer,Sunny,,
340,Revenue,Rental,100,2025-02-25,Summer,Rainy,7115.0,
341,Revenue,Rental,50,2025-02-25,Summer,Windy,9832.0,
342,Expense,Equipment Maintenance,-531,2025-02-25,Summer,Rainy,,
343,Revenue,Rental,90,2025-02-25,Summer,Rainy,1036.0,
344,Expense,Staff Salary,-7957,2025-02-25,Winter,Foggy,,
345,Expense,Staff Salary,-5966,2025-02-25,Winter,Windy,,
346,Expense,Ambulance Call,-1375,2025-02-25,Summer,Sunny,,4.0
347,Expense,Ambulance Call,-1262,2025-02-25,Summer,Rainy,,627.0
348,Expense,Ambulance Call,-1266,2025-02-25,Winter,Sunny,,335.0
349,Revenue,Ticket Sale,200,2025-02-25,Summer,Rainy,2660.0,
350,Revenue,Ticket Sale,1400,2025-02-25,Summer,Sunny,9668.0,
351,Revenue,Ticket Sale,640,2025-02-25,Winter,Windy,8985.0,
352,Revenue,Rental,135,2025-02-25,Winter,Foggy,8711.0,
353,Expense,Ambulance Call,-1651,2025-02-25,Summer,Rainy,,745.0
354,Revenue,Ticket Sale,4900,2025-02-25,Winter,Foggy,8185.0,
355,Revenue,Rental,90,2025-02-25,Summer,Sunny,6795.0,
356,Revenue,Rental,280,2025-02-25,Winter,Foggy,2813.0,
357,Revenue,Rental,30,2025-02-25,Summer,Sunny,7464.0,
358,Revenue,Rental,60,2025-02-25,Summer,Sunny,4260.0,
359,Expense,Equipment Maintenance,-899,2025-02-25,Summer,Sunny,,
360,Expense,Equipment Maintenance,-568,2025-02-25,Summer,Windy,,
361,Expense,Equipment Maintenance,-680,2025-02-25,Winter,Foggy,,
362,Revenue,Ticket Sale,240,2025-02-25,Summer,Sunny,2767.0,
363,Expense,Ambulance Call,-1115,2025-02-25,Winter,Snowy,,923.0
364,Revenue,Ticket Sale,500,2025-02-25,Winter,Snowy,6605.0,
365,Expense,Equipment Maintenance,-559,2025-02-25,Winter,Windy,,
366,Expense,Equipment Maintenance,-374,2025-02-25,Summer,Rainy,,
367,Revenue,Rental,30,2025-02-25,Winter,Windy,3498.0,
368,Expense,Ambulance Call,-1006,2025-02-25,Winter,Snowy,,184.0
369,Revenue,Rental,100,2025-02-25,Summer,Windy,8031.0,
370,Revenue,Ticket Sale,2100,2025-02-25,Summer,Windy,9230.0,
371,Expense,Staff Salary,-6570,2025-02-25,Winter,Snowy,,
372,Revenue,Ticket Sale,400,2025-02-25,Winter,Snowy,3167.0,
373,Revenue,Rental,135,2025-02-25,Winter,Foggy,3395.0,
374,Revenue,Ticket Sale,550,2025-02-25,Winter,Snowy,1834.0,
375,Expense,Ambulance Call,-1428,2025-02-25,Summer,Windy,,418.0
376,Expense,Equipment Maintenance,-797,2025-02-25,Winter,Foggy,,
377,Expense,Staff Salary,-4746,2025-02-25,Summer,Sunny,,
